"";"X.."
"1160";"14- DIREITO TRIBUTÁRIO#,5724- Sociedade#,4935- Dissolução#,5980- Responsabilidade Tributária do Sócio-Gerente / Diretor / Representante"
"1161";"14- DIREITO TRIBUTÁRIO#,5973- Empréstimos Compulsórios#,5977- Energia Elétrica#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"1162";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,9997- Atos Administrativos#,10022- Infração Administrativa#,10023- Multas e demais Sanções"
"1163";"195- DIREITO PREVIDENCIÁRIO#,6173- Pedidos Genéricos Relativos aos Benefícios em Espécie#,6162- Decadência/Prescrição"
"1164";"899- DIREITO CIVIL#,7681- Obrigações#,9580- Espécies de Contratos#,7699- Juros de Mora - Legais / Contratuais#,9603- Mútuo"
"1165";"14- DIREITO TRIBUTÁRIO#,5986- Crédito Tributário#,4993- Recuperação judicial e Falência#,9559- Classificação de créditos"
"1166";"899- DIREITO CIVIL#,9580- Espécies de Contratos#,9607- Contratos Bancários#,9597- Seguro"
"1167";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8842- Partes e Procuradores#,10655- Honorários Advocatícios#,8874- Sucumbência#,10656- Honorários Advocatícios em Execução Contra a Fazenda Pública"
"1168";"195- DIREITO PREVIDENCIÁRIO#,6099- Aposentadoria por Tempo de Serviço (Art. 52/4)#,6162- Decadência/Prescrição"
"1169";"287- DIREITO PENAL#,10949- Violência Doméstica Contra a Mulher#,10642- Efeitos da Condenação"
"1170";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9163- Penhora / Depósito/ Avaliação#,8828- Jurisdição e Competência"
"1171";"9045- Recurso#,9098-  Cabimento#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO"
"1172";"9633- DIREITO DA CRIANÇA E DO ADOLESCENTE#,9634- Ato Infracional"
"1173";"14- DIREITO TRIBUTÁRIO#,5916- Impostos#,5946- ICMS/ Imposto sobre Circulação de Mercadorias#,6008- Base de Cálculo#,6031- Contribuições#,6048- Contribuições Previdenciárias"
"1174";"195- DIREITO PREVIDENCIÁRIO#,6094- Benefícios em Espécie#,8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,6118- Aposentadoria por Tempo de Contribuição (Art. 55/6)"
"1175";"1156- DIREITO DO CONSUMIDOR#,7681- Obrigações#,9580- Espécies de Contratos#,9587- Compra e Venda#,899- DIREITO CIVIL#,9606- Compromisso"
"1176";"14- DIREITO TRIBUTÁRIO#,5986- Crédito Tributário#,5987- Suspensão da Exigibilidade#,5989- Parcelamento"
"1177";"195- DIREITO PREVIDENCIÁRIO#,6094- Benefícios em Espécie#,6118- Aposentadoria por Tempo de Contribuição (Art. 55/6)#,6119- RMI - Renda Mensal Inicial#,Reajustes e Revisões Específicas#,6120- RMI - Renda Mensal Inicial"
"1178";"899- DIREITO CIVIL#,10496- Promessa de Compra e Venda#,1156- DIREITO DO CONSUMIDOR#,7699- Juros de Mora - Legais / Contratuais"
"1179";"195- DIREITO PREVIDENCIÁRIO#,6138- Reajustes e Revisões Específicos#,6119- RMI - Renda Mensal Inicial#,Reajustes e Revisões Específicas"
"1180";"6184- Averbação/Cômputo de tempo de serviço  rural (empregado/empregador)#,195- DIREITO PREVIDENCIÁRIO#,6094- Benefícios em Espécie#,6096- Aposentadoria por Idade (Art. 48/51)#,6188- Averbação/Cômputo de tempo de serviço urbano"
"1181";"5986- Crédito Tributário#,10557- Exclusão - IPI#,6008- Base de Cálculo#,14- DIREITO TRIBUTÁRIO"
"1182";"287- DIREITO PENAL#,3603- Crimes Previstos na Legislação Extravagante#,3607- Crimes de Tráfico Ilícito e Uso Indevido de Drogas#,1209- DIREITO PROCESSUAL PENAL"
"1183";"6021- Procedimentos Fiscais#,6028- Liberação de Veículo Apreendido#,6029- Perdimento de Bens#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"1184";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,9045- Recurso#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,9997- Atos Administrativos#,10011- Improbidade Administrativa"
"1185";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8842- Partes e Procuradores#,9258- Honorários Periciais#,195- DIREITO PREVIDENCIÁRIO#,6094- Benefícios em Espécie"
"1186";"7771- Contratos de Consumo#,7752- Bancários#,1156- DIREITO DO CONSUMIDOR#,11806- Empréstimo consignado"
"1187";"899- DIREITO CIVIL#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10110- DIREITO AMBIENTAL"
"1188";"7771- Contratos de Consumo#,1156- DIREITO DO CONSUMIDOR#,7621- Seguro"
"1189";"10120- Intervenção do Estado na Propriedade#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10121- Desapropriação"
"1190";"14- DIREITO TRIBUTÁRIO#,5916- Impostos#,5955- ITCD - Imposto de Transmissão Causa Mortis#,899- DIREITO CIVIL#,7673- Sucessões#,7687- Inventário e Partilha"
"1191";"14- DIREITO TRIBUTÁRIO#,5986- Crédito Tributário#,6008- Base de Cálculo#,6031- Contribuições#,6044- Contribuições Corporativas#,6045- Contribuições para o SEBRAE#,SESC#,SENAC#,SENAI e outros"
"1192";"1209- DIREITO PROCESSUAL PENAL#,7942- Execução Penal e de Medidas Alternativas#,7791- Pena Privativa de Liberdade#,10635- Progressão de Regime#,10864- Crimes Hediondos"
"1193";"9592- Fiança#,7661- Bem de Família (Voluntário)#,9593- Locação de Imóvel#,899- DIREITO CIVIL"
"1194";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10380- Escolaridade#,10370- Concurso Público / Edital"
"1195";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,9997- Atos Administrativos#,10012- Dano ao Erário"
"1196";"899- DIREITO CIVIL#,7681- Obrigações#,9580- Espécies de Contratos#,9588- Corretagem#,5632- Prescrição e Decadência"
"1197";"899- DIREITO CIVIL#,10620- Parte Geral#,10623- Prescrição"
"1198";"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10343- Índice de 28,86% LL 8.622/1993 e 8.627/1993#,10219- Servidor Público Civil#,10313- Reajustes de Remuneração#,Proventos ou Pensão"
"1199";"899- DIREITO CIVIL#,10431- Responsabilidade Civil#,10441- Acidente de Trânsito"
"1200";"1156- DIREITO DO CONSUMIDOR#,7771- Contratos de Consumo#,7621- Seguro"
"1201";"14- DIREITO TRIBUTÁRIO#,5954- ITBI - Imposto de Transmissão Intervivos de Bens Móveis e Imóveis#,5952- IPTU/ Imposto Predial e Territorial Urbano#,5986- Crédito Tributário#,6008- Base de Cálculo#,5956- Taxas#,5972- Municipais"
"1202";"14- DIREITO TRIBUTÁRIO#,6017- Dívida Ativa (Execução Fiscal)#,5916- Impostos#,5953- IPVA - Imposto Sobre Propriedade de Veículos Automotores"
"1203";"287- DIREITO PENAL#,9742- Estupro#,11456- Estupro de Vulnerável#,3463- Crimes contra a Dignidade Sexual"
"1204";"1156- DIREITO DO CONSUMIDOR#,10073- Concessão / Permissão / Autorização#,10028- Serviços"
"1205";"5967- Taxa de Saúde Suplementar"
"1206";"14- DIREITO TRIBUTÁRIO#,5946- ICMS/ Imposto sobre Circulação de Mercadorias#,5981- Substituição Tributária#,6039- PIS#,6008- Base de Cálculo#,6035- Cofins"
"1207";"9997- Atos Administrativos#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"1208";"10236- Promoção / Ascensão#,10219- Servidor Público Civil#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO#,10220- Regime Estatutário"
"1209";"9582- Alienação Fiduciária#,899- DIREITO CIVIL#,7681- Obrigações#,9580- Espécies de Contratos"
"1210";"5872- Crimes Praticados por Particular Contra a Administração em Geral#,10615- Princípio da Insignificância#,287- DIREITO PENAL#,3574- Contrabando ou descaminho"
"1211";"10028- Serviços#,9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO"
"1212";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8842- Partes e Procuradores"
"1213";"1209- DIREITO PROCESSUAL PENAL#,10914- Busca e Apreensão de Bens"
"1214";"1209- DIREITO PROCESSUAL PENAL#,7942- Execução Penal e de Medidas Alternativas#,10635- Progressão de Regime#,7791- Pena Privativa de Liberdade#,10636- Livramento condicional"
"1215";"3415- Crimes contra o Patrimônio#,9689- Apropriação indébita Previdenciária (art. 168-A e Lei 8.212/91)#,287- DIREITO PENAL"
"1216";"899- DIREITO CIVIL#,10431- Responsabilidade Civil#,14919- Atraso na Entrega do Imóvel#,10432- Coisas#,10496- Promessa de Compra e Venda#,1156- DIREITO DO CONSUMIDOR#,6220- Responsabilidade do Fornecedor"
"1217";"14- DIREITO TRIBUTÁRIO#,6031- Contribuições#,6048- Contribuições Previdenciárias#,6008- Base de Cálculo#,5917- IRPF/Imposto de Renda de Pessoa Física"
"1218";"14- DIREITO TRIBUTÁRIO#,6085- FGTS/Fundo de Garantia Por Tempo de Serviço"
"1219";"6091- PAES/Parcelamento Especial#,5986- Crédito Tributário#,6089- Regimes Especiais de Tributação#,14- DIREITO TRIBUTÁRIO"
"1220";"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO#,8874- Sucumbência#,10656- Honorários Advocatícios em Execução Contra a Fazenda Pública#,9148- Liquidação / Cumprimento / Execução#,10673- Requisição de Pequeno Valor - RPV"
"1221";"10612- Tipicidade#,10615- Princípio da Insignificância#,3415- Crimes contra o Patrimônio#,287- DIREITO PENAL#,3416- Furto"
"1222";"14- DIREITO TRIBUTÁRIO#,6017- Dívida Ativa (Execução Fiscal)#,899- DIREITO CIVIL#,4939- Desconsideração da Personalidade Jurídica#,4942- Responsabilidade dos sócios e administradores#,5724- Sociedade"
"1223";"899- DIREITO CIVIL#,9625- Cooperativa#,9617- Espécies de Sociedades#,4940- Ingresso e Exclusão dos Sócios na Sociedade"
"1224";"287- DIREITO PENAL#,3632- Crimes de Trânsito#,3603- Crimes Previstos na Legislação Extravagante"
"1225";"10615- Princípio da Insignificância#,287- DIREITO PENAL#,3574- Contrabando ou descaminho"
